"";"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";"outcome_type";"instrument";"rating";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"mean_change_arm1";"mean_change_arm2";"sd_change_arm1";"sd_change_arm2";"n_change_arm1";"n_change_arm2";"dich_paper";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"other_stat";"bl_mean_arm1";"bl_sd_arm1";"bl_n_arm1";"bl_mean_arm2";"bl_sd_arm2";"bl_n_arm2";"rand_arm1";"rand_arm2";"attr_arm1";"attr_arm2";"year";"time_weeks";"time";"comorbid_mental";"format";"format_details";"n_sessions_arm1";"country";"age_group";"mean_age";"percent_women";"recruitment";"target_group";"rob";"rob_domain1";"rob_domain2";"rob_domain3";"rob_domain4";"rob_domain5";".id";".g";".g_se";"notes";"full_ref"
"31";"Blanco, 2010";"cbt";"other ctr";NA;NA;"msd";"SIAS";"self-report";29,94;15,43;34;34,52;14,72;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42,87;13,09;34;41,42;12,46;27;"40";"39";"18";"17";2010;12;"post";"n";"grp";"grp";"12";"North America";"adul";"31.85";0,459;"com";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Blanco_2010_msd_SIAS_post_NA_self-report_cbt_otherctr_NA_NA";0,299018836628955;0,259231104789432;NA;"Blanco, C., Heimberg, R. G., Schneier, F. R., Fresco, D. M., Chen, H., Turk, C. L., Vermes, D., Erwin, B. A., Schmidt, A. B., Juster, H. R., Campeas, R., & Liebowitz, M. R. (2010). A placebo-controlled trial of phenelzine, cognitive behavioral group therapy, and their combination for social anxiety disorder. Arch Gen Psychiatry, 67(3), 286-295. https://doi.org/10.1001/archgenpsychiatry.2010.11 "
"32";"Blanco, 2010";"cbt";"other ctr";NA;NA;"msd";"SPS";"self-report";21,22;13;34;28,95;14,66;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35,38;17,84;34;35,96;11,11;27;"40";"39";"18";"17";2010;12;"post";"n";"grp";"grp";"12";"North America";"adul";"31.85";0,459;"com";"adul";"High";"Some concerns";"Low";"Some concerns";"Low";"Some concerns";"Blanco_2010_msd_SPS_post_NA_self-report_cbt_otherctr_NA_NA";0,554753485482687;0,262748957518709;NA;"Blanco, C., Heimberg, R. G., Schneier, F. R., Fresco, D. M., Chen, H., Turk, C. L., Vermes, D., Erwin, B. A., Schmidt, A. B., Juster, H. R., Campeas, R., & Liebowitz, M. R. (2010). A placebo-controlled trial of phenelzine, cognitive behavioral group therapy, and their combination for social anxiety disorder. Arch Gen Psychiatry, 67(3), 286-295. https://doi.org/10.1001/archgenpsychiatry.2010.11 "
"33";"Botella, 2010";"cbt";"wlc";"cbt (ind)";"wlc";"msd";"Anxiety-IST-P";"self-report";3,5;1,95;22;5,85;1,84;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,64;1,94;22;5,95;2,44;25;"36";"29";"14";"4";2010;8,6667;"post";"n";"ind";"ind";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_AnxietyP_post_NA_self-report_cbt_wlc_cbt(ind)_wlc";1,22117157135318;0,319162117323322;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"34";"Botella, 2010";"cbt";"wlc";"cbt (ush)";"wlc";"msd";"Anxiety-IST-P";"self-report";4,17;2,33;30;5,85;1,84;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,83;2,25;30;5,95;2,44;25;"62";"29";"32";"4";2016;8,6667;"post";"n";"ush";"ush";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_AnxietyP_post_NA_self-report_cbt_wlc_cbt(ush)_wlc";0,780384634325341;0,281123732776513;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"35";"Botella, 2010";"cbt";"wlc";"cbt (ind)";"wlc";"msd";"Anxiety-IST-T";"cr";4,73;1,28;22;6,37;1,3;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,23;1,38;22;7,16;1,98;25;"36";"29";"14";"4";2011;8,6667;"post";"n";"ind";"ind";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_AnxietyT_post_NA_cr_cbt_wlc_cbt(ind)_wlc";1,24932782832483;0,320359016710417;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"36";"Botella, 2010";"cbt";"wlc";"cbt (ush)";"wlc";"msd";"Anxiety-IST-T";"cr";5,04;1,6;30;6,37;1,3;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,88;1,19;30;7,16;1,98;25;"62";"29";"32";"4";2017;8,6667;"post";"n";"ush";"ush";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_AnxietyT_post_NA_cr_cbt_wlc_cbt(ush)_wlc";0,890839594170563;0,284178546719089;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"37";"Botella, 2010";"cbt";"wlc";"cbt (ind)";"wlc";"msd";"Avoidance-TB";"self-report";3,36;2,4;22;7,48;2,02;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,95;2,66;22;8,08;1,93;25;"36";"29";"14";"4";2012;8,6667;"post";"n";"ind";"ind";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_Avoidance(TB)_post_NA_self-report_cbt_wlc_cbt(ind)_wlc";1,83675210375035;0,350112092225251;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"38";"Botella, 2010";"cbt";"wlc";"cbt (ush)";"wlc";"msd";"Avoidance-TB";"self-report";2,97;2,22;30;7,48;2,02;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,57;2,03;30;8,08;1,93;25;"62";"29";"32";"4";2018;8,6667;"post";"n";"ush";"ush";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_Avoidance(TB)_post_NA_self-report_cbt_wlc_cbt(ush)_wlc";2,08554298724488;0,337672879174228;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"39";"Botella, 2010";"cbt";"wlc";"cbt (ind)";"wlc";"msd";"Fear-TB";"self-report";4,82;2,04;22;8,04;1,21;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,95;1,21;22;8,24;1,69;25;"36";"29";"14";"4";2014;8,6667;"post";"n";"ind";"ind";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_Fear(TB)_post_NA_self-report_cbt_wlc_cbt(ind)_wlc";1,91865550600922;0,354912823889108;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"40";"Botella, 2010";"cbt";"wlc";"cbt (ush)";"wlc";"msd";"Fear-TB";"self-report";5;1,84;30;8,04;1,21;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,6;1,43;30;8,24;1,69;25;"62";"29";"32";"4";2020;8,6667;"post";"n";"ush";"ush";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_Fear(TB)_post_NA_self-report_cbt_wlc_cbt(ush)_wlc";1,88948497400229;0,326699027623467;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"41";"Botella, 2010";"cbt";"wlc";"cbt (ind)";"wlc";"msd";"FNE-B";"self-report";40,18;11,24;22;45,33;8,63;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44,14;8,97;22;44,42;9,99;25;"36";"29";"14";"4";2013;8,6667;"post";"n";"ind";"ind";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_FNE-B_post_NA_self-report_cbt_wlc_cbt(ind)_wlc";0,509747922229888;0,297176500242458;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"42";"Botella, 2010";"cbt";"wlc";"cbt (ush)";"wlc";"msd";"FNE-B";"self-report";39,88;10,8;30;45,33;8,63;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42,8;9,32;30;44,42;9,99;25;"62";"29";"32";"4";2019;8,6667;"post";"n";"ush";"ush";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_FNE-B_post_NA_self-report_cbt_wlc_cbt(ush)_wlc";0,543963563265617;0,275864921665082;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"43";"Botella, 2010";"cbt";"wlc";"cbt (ind)";"wlc";"msd";"FPSQ";"self-report";39,32;12,97;22;56,8;13,72;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50,45;11,86;22;56,64;14,48;25;"36";"29";"14";"4";2015;8,6667;"post";"n";"ind";"ind";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_FPSQ_post_NA_self-report_cbt_wlc_cbt(ind)_wlc";1,28498973283122;0,321907488026954;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"44";"Botella, 2010";"cbt";"wlc";"cbt (ush)";"wlc";"msd";"FPSQ";"self-report";39,7;15,45;30;56,8;13,72;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53,27;14,34;30;56,64;14,48;25;"62";"29";"32";"4";2021;8,6667;"post";"n";"ush";"ush";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_FPSQ_post_NA_self-report_cbt_wlc_cbt(ush)_wlc";1,14736111310677;0,292657916998193;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"45";"Botella, 2010";"cbt";"wlc";"cbt (ind)";"wlc";"msd";"SADS";"self-report";8,29;5,14;22;11,28;7,45;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,66;6,35;22;12,71;7,5;25;"36";"29";"14";"4";2016;8,6667;"post";"n";"ind";"ind";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_SADS_post_NA_self-report_cbt_wlc_cbt(ind)_wlc";0,454010511654868;0,296180287854784;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"46";"Botella, 2010";"cbt";"wlc";"cbt (ush)";"wlc";"msd";"SADS";"self-report";7,67;5,81;30;11,28;7,45;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,17;6,86;30;12,71;7,5;25;"62";"29";"32";"4";2022;8,6667;"post";"n";"ush";"ush";NA;"Europe";"yadul";"24.4";0,792;"com";"adul";"High";"Some concerns";"High";"High";"High";"Some concerns";"Botella_2010_msd_SADS_post_NA_self-report_cbt_wlc_cbt(ush)_wlc";0,538923689772771;0,275772367745285;NA;"Botella, C., Gallego, M. J., Garcia-Palacios, A., Guillen, V., Baños, R. M., Quero, S., & Alcañiz, M. (2010). An Internet-based self-help treatment for fear of public speaking: a controlled trial. Cyberpsychol Behav Soc Netw, 13(4), 407-421. https://doi.org/10.1089/cyber.2009.0224 "
"47";"Bouchard, 2017";"cbt";"wlc";"cbt (in vivo)";"wlc";"msd";"FNE";"self-report";18,9;7,2;22;25,2;4,5;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,6;6;22;24,5;4,8;20;"22";"20";"4";"4";2017;14;"post";"n";"ind";"ind";"14";"North America";"adul";"34.5";0,729;"com";"adul";"High";"Low";"Low";"Some concerns";"Low";"High";"Bouchard_2017_msd_FNE_post_NA_self-report_cbt_wlc_cbt(invivo)_wlc";1,01844870474071;0,329062465780374;NA;"Bouchard, S., Dumoulin, S., Robillard, G., Guitard, T., Klinger, E., Forget, H., Loranger, C., & Roucaut, F. X. (2017). Virtual reality compared with in vivo exposure in the treatment of social anxiety disorder: a three-arm randomised controlled trial. Br J Psychiatry, 210(4), 276-283. https://doi.org/10.1192/bjp.bp.116.184234 "
"48";"Bouchard, 2017";"cbt";"wlc";"cbt (VR)";"wlc";"msd";"FNE";"self-report";18,1;8,5;17;25,2;4,5;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,6;5,5;17;24,5;4,8;20;"17";"20";"2";"4";2017;14;"post";"n";"Mixed/oth";"ind+VR";"14";"North America";"adul";"34.5";0,729;"com";"adul";"High";"Low";"Low";"Some concerns";"Low";"High";"Bouchard_2017_msd_FNE_post_NA_self-report_cbt_wlc_cbt(VR)_wlc";1,04700894203357;0,352559469860403;NA;"Bouchard, S., Dumoulin, S., Robillard, G., Guitard, T., Klinger, E., Forget, H., Loranger, C., & Roucaut, F. X. (2017). Virtual reality compared with in vivo exposure in the treatment of social anxiety disorder: a three-arm randomised controlled trial. Br J Psychiatry, 210(4), 276-283. https://doi.org/10.1192/bjp.bp.116.184234 "
"49";"Bouchard, 2017";"cbt";"wlc";"cbt (in vivo)";"wlc";"msd";"LSAS-SR";"self-report";56;26,9;22;79,3;22;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;74,9;24,5;22;79,6;24,9;20;"22";"20";"4";"4";2017;14;"post";"n";"ind";"ind";"14";"North America";"adul";"34.5";0,729;"com";"adul";"High";"Low";"Low";"Some concerns";"Low";"High";"Bouchard_2017_msd_LSAS-SR_post_NA_self-report_cbt_wlc_cbt(invivo)_wlc";0,92574500304369;0,325658019816484;NA;"Bouchard, S., Dumoulin, S., Robillard, G., Guitard, T., Klinger, E., Forget, H., Loranger, C., & Roucaut, F. X. (2017). Virtual reality compared with in vivo exposure in the treatment of social anxiety disorder: a three-arm randomised controlled trial. Br J Psychiatry, 210(4), 276-283. https://doi.org/10.1192/bjp.bp.116.184234 "
"50";"Bouchard, 2017";"cbt";"wlc";"cbt (VR)";"wlc";"msd";"LSAS-SR";"self-report";51,8;23,3;17;79,3;22;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85,1;29,5;17;79,6;24,9;20;"17";"20";"2";"4";2017;14;"post";"n";"Mixed/oth";"ind+VR";"14";"North America";"adul";"34.5";0,729;"com";"adul";"High";"Low";"Low";"Some concerns";"Low";"High";"Bouchard_2017_msd_LSAS-SR_post_NA_self-report_cbt_wlc_cbt(VR)_wlc";1,19036422028559;0,358923143296666;NA;"Bouchard, S., Dumoulin, S., Robillard, G., Guitard, T., Klinger, E., Forget, H., Loranger, C., & Roucaut, F. X. (2017). Virtual reality compared with in vivo exposure in the treatment of social anxiety disorder: a three-arm randomised controlled trial. Br J Psychiatry, 210(4), 276-283. https://doi.org/10.1192/bjp.bp.116.184234 "
"51";"Bouchard, 2017";"cbt";"wlc";"cbt (in vivo)";"wlc";"msd";"SIAS";"self-report";35,4;17,4;22;49,6;10,2;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45,8;16,9;22;48,6;13,4;20;"22";"20";"4";"4";2017;14;"post";"n";"ind";"ind";"14";"North America";"adul";"34.5";0,729;"com";"adul";"High";"Low";"Low";"Some concerns";"Low";"High";"Bouchard_2017_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(invivo)_wlc";0,965162204719442;0,327070197632672;NA;"Bouchard, S., Dumoulin, S., Robillard, G., Guitard, T., Klinger, E., Forget, H., Loranger, C., & Roucaut, F. X. (2017). Virtual reality compared with in vivo exposure in the treatment of social anxiety disorder: a three-arm randomised controlled trial. Br J Psychiatry, 210(4), 276-283. https://doi.org/10.1192/bjp.bp.116.184234 "
"52";"Bouchard, 2017";"cbt";"wlc";"cbt (VR)";"wlc";"msd";"SIAS";"self-report";29,8;13,9;17;49,6;10,2;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49,2;17,6;17;48,6;13,4;20;"17";"20";"2";"4";2017;14;"post";"n";"Mixed/oth";"ind+VR";"14";"North America";"adul";"34.5";0,729;"com";"adul";"High";"Low";"Low";"Some concerns";"Low";"High";"Bouchard_2017_msd_SIAS_post_NA_self-report_cbt_wlc_cbt(VR)_wlc";1,60990361618454;0,381326554287899;NA;"Bouchard, S., Dumoulin, S., Robillard, G., Guitard, T., Klinger, E., Forget, H., Loranger, C., & Roucaut, F. X. (2017). Virtual reality compared with in vivo exposure in the treatment of social anxiety disorder: a three-arm randomised controlled trial. Br J Psychiatry, 210(4), 276-283. https://doi.org/10.1192/bjp.bp.116.184234 "
"53";"Bouchard, 2017";"cbt";"wlc";"cbt (in vivo)";"wlc";"msd";"SPS";"self-report";22,4;15,7;22;38,9;14,6;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,9;17,5;22;33,4;13,9;20;"22";"20";"4";"4";2017;14;"post";"n";"ind";"ind";"14";"North America";"adul";"34.5";0,729;"com";"adul";"High";"Low";"Low";"Some concerns";"Low";"High";"Bouchard_2017_msd_SPS_post_NA_self-report_cbt_wlc_cbt(invivo)_wlc";1,06592567176517;0,330916826203104;NA;"Bouchard, S., Dumoulin, S., Robillard, G., Guitard, T., Klinger, E., Forget, H., Loranger, C., & Roucaut, F. X. (2017). Virtual reality compared with in vivo exposure in the treatment of social anxiety disorder: a three-arm randomised controlled trial. Br J Psychiatry, 210(4), 276-283. https://doi.org/10.1192/bjp.bp.116.184234 "
"54";"Bouchard, 2017";"cbt";"wlc";"cbt (VR)";"wlc";"msd";"SPS";"self-report";19,2;12,5;17;38,9;14,6;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39;16,1;17;33,4;13,9;20;"17";"20";"2";"4";2017;14;"post";"n";"Mixed/oth";"ind+VR";"14";"North America";"adul";"34.5";0,729;"com";"adul";"High";"Low";"Low";"Some concerns";"Low";"High";"Bouchard_2017_msd_SPS_post_NA_self-report_cbt_wlc_cbt(VR)_wlc";1,40897205760484;0,369928624801604;NA;"Bouchard, S., Dumoulin, S., Robillard, G., Guitard, T., Klinger, E., Forget, H., Loranger, C., & Roucaut, F. X. (2017). Virtual reality compared with in vivo exposure in the treatment of social anxiety disorder: a three-arm randomised controlled trial. Br J Psychiatry, 210(4), 276-283. https://doi.org/10.1192/bjp.bp.116.184234 "
"55";"Carlbring, 2007";"cbt";"wlc";NA;NA;"msd";"BAI";"self-report";8,2;7,9;29;14,5;9;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,5;8,1;29;15,1;8,8;28;"30";"30";"2";"2";2007;9;"post";"n";"gsh";"gsh";"9";"Europe";"adul";"32.64";0,649;"com";"adul";"Some concerns";"Low";"Low";"Some concerns";"Low";"Some concerns";"Carlbring_2007_msd_BAI_post_NA_self-report_cbt_wlc_NA_NA";0,734662478268107;0,273977982797239;NA;"Carlbring, P., Gunnarsdottir, M., Hedensjo, L., Andersson, G., Ekselius, L., & Furmark, T. (2007). Treatment of social phobia: randomised trial of internet-delivered cognitive-behavioural therapy with telephone support. Br J Psychiatry, 190, 123-128. https://doi.org/10.1192/bjp.bp.105.020107 "
"56";"Carlbring, 2007";"cbt";"wlc";NA;NA;"msd";"LSAS-SR-avoidence";"self-report";21,6;12,8;29;33,3;11,9;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35,2;12,9;29;33,8;11;28;"30";"30";"2";"2";2007;9;"post";"n";"gsh";"gsh";"9";"Europe";"adul";"32.64";0,649;"com";"adul";"Some concerns";"Low";"Low";"Some concerns";"Low";"Some concerns";"Carlbring_2007_msd_LSAS-SR-av_post_NA_self-report_cbt_wlc_NA_NA";0,93315391934963;0,27937266022423;NA;"Carlbring, P., Gunnarsdottir, M., Hedensjo, L., Andersson, G., Ekselius, L., & Furmark, T. (2007). Treatment of social phobia: randomised trial of internet-delivered cognitive-behavioural therapy with telephone support. Br J Psychiatry, 190, 123-128. https://doi.org/10.1192/bjp.bp.105.020107 "
"57";"Carlbring, 2007";"cbt";"wlc";NA;NA;"msd";"LSAS-SR-f/a";"self-report";24,2;12;29;36,1;12,3;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36;11,7;29;34,2;10,6;28;"30";"30";"2";"2";2007;9;"post";"n";"gsh";"gsh";"9";"Europe";"adul";"32.64";0,649;"com";"adul";"Some concerns";"Low";"Low";"Some concerns";"Low";"Some concerns";"Carlbring_2007_msd_LSAS-SR-f/a_post_NA_self-report_cbt_wlc_NA_NA";0,966150354094803;0,280382237429475;NA;"Carlbring, P., Gunnarsdottir, M., Hedensjo, L., Andersson, G., Ekselius, L., & Furmark, T. (2007). Treatment of social phobia: randomised trial of internet-delivered cognitive-behavioural therapy with telephone support. Br J Psychiatry, 190, 123-128. https://doi.org/10.1192/bjp.bp.105.020107 "
"58";"Carlbring, 2007";"cbt";"wlc";NA;NA;"msd";"SIAS";"self-report";27,1;11,1;29;43,6;14;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41,3;13,2;29;42,9;12,1;28;"30";"30";"2";"2";2007;9;"post";"n";"gsh";"gsh";"9";"Europe";"adul";"32.64";0,649;"com";"adul";"Some concerns";"Low";"Low";"Some concerns";"Low";"Some concerns";"Carlbring_2007_msd_SIAS_post_NA_self-report_cbt_wlc_NA_NA";1,29084026835807;0,291928528815034;NA;"Carlbring, P., Gunnarsdottir, M., Hedensjo, L., Andersson, G., Ekselius, L., & Furmark, T. (2007). Treatment of social phobia: randomised trial of internet-delivered cognitive-behavioural therapy with telephone support. Br J Psychiatry, 190, 123-128. https://doi.org/10.1192/bjp.bp.105.020107 "
"59";"Carlbring, 2007";"cbt";"wlc";NA;NA;"msd";"SPS";"self-report";20;15;29;37,7;16,4;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36,2;15,2;29;37,8;16,5;28;"30";"30";"2";"2";2007;9;"post";"n";"gsh";"gsh";"9";"Europe";"adul";"32.64";0,649;"com";"adul";"Some concerns";"Low";"Low";"Some concerns";"Low";"Some concerns";"Carlbring_2007_msd_SPS_post_NA_self-report_cbt_wlc_NA_NA";1,11174109209358;0,285205407378895;NA;"Carlbring, P., Gunnarsdottir, M., Hedensjo, L., Andersson, G., Ekselius, L., & Furmark, T. (2007). Treatment of social phobia: randomised trial of internet-delivered cognitive-behavioural therapy with telephone support. Br J Psychiatry, 190, 123-128. https://doi.org/10.1192/bjp.bp.105.020107 "
"60";"Carlbring, 2007";"cbt";"wlc";NA;NA;"msd";"SPSQ";"self-report";20,3;9,1;29;32,3;8,9;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,7;7,8;29;31,4;9,4;28;"30";"30";"2";"2";2007;9;"post";"n";"gsh";"gsh";"9";"Europe";"adul";"32.64";0,649;"com";"adul";"Some concerns";"Low";"Low";"Some concerns";"Low";"Some concerns";"Carlbring_2007_msd_SPSQ_post_NA_self-report_cbt_wlc_NA_NA";1,31472178284106;0,292887972619481;NA;"Carlbring, P., Gunnarsdottir, M., Hedensjo, L., Andersson, G., Ekselius, L., & Furmark, T. (2007). Treatment of social phobia: randomised trial of internet-delivered cognitive-behavioural therapy with telephone support. Br J Psychiatry, 190, 123-128. https://doi.org/10.1192/bjp.bp.105.020107 "
